Name,Internal Name,Antigen,Company,Trials ▼,Patents,Papers,Seq,Activity by Year,symbol
Beijing Dongfang Biotech patent anti-VEGFR-2,nan,VEGFR-2,Beijing Dongfang Biotech,1.0,3.0,,nan,,KDR
MW02,nan,VEGF,Mabwell,1.0,1.0,,nan,,VEGFA
tremelimumab,"ticilimumab, CP-675206, clone 11.2.1",CTLA4,"Amgen, Medimmune, Pfizer",176.0,59.0,67.0,✓,,CTLA4
camrelizumab,SHR-1210,PD-1,"Incyte, Jiangsu Hengrui, Shanghai Hengrui",171.0,34.0,84.0,✓,,PDCD1
tislelizumab,BGB-A317,PD-1,"BeiGene, Celgene, Novartis",130.0,37.0,57.0,✓,,PDCD1
cadonilimab   <<,"AK104, cardonilizumab",CTLA4,"Akeso, Kangfang Bio",72.0,14.0,27.0,✓,,CTLA4
cadonilimab   <<,"AK104, cardonilizumab",PD-1,"Akeso, Kangfang Bio",72.0,14.0,27.0,✓,,PDCD1
nimotuzumab   >>,"Theracim, Theraloc, BIOMAb EGFR, hR3",EGFR,"CMI Cuba, Daiichi Sankyo, Gilead, Innokeys Pte Ltd, NRC Canada, YM BioSciences",67.0,13.0,78.0,✓,,EGFR
serplulimab,HLX10,PD-1,Henlix,53.0,1.0,12.0,✓,,PDCD1
spartalizumab,"PDR001, BAP049",PD-1,"Dana-Farber, Novartis",42.0,49.0,15.0,✓,,PDCD1
epratuzumab   >>,"Lymphocide, AMG 412, hLL2",CD22,"Amgen, Immunomedics, UCB",35.0,53.0,43.0,✓,,CD22
benmelstobart,"TQB2450, CBT-502",PD-L1,"CBT Pharma, Chia Tai Tianqing Pharma",35.0,23.0,11.0,nan,,CD274
tanezumab,"RN624, RI-624, PF-04383119, muMab-911",NGF,"Pfizer, Rinat",30.0,61.0,42.0,✓,,NGF
disitamab vedotin,"Aidixi, Remegen RC48, RC48-ADC, Hertuzumab-vc-MMAE",HER2/neu,RemeGen,29.0,19.0,43.0,✓,,ERBB2
ganitumab,AMG 479,IGF-1R,"Amgen, Millennium",28.0,22.0,22.0,✓,,IGF1R
zimberelimab   >>   ==,"WBP3055, GLS-010, AB122",PD-1,"Arcus, Guangzhou Gloria Bio, Harbin Gloria Pharma, WuXi Biologics",28.0,12.0,7.0,✓,,PDCD1
adebrelimab,SHR-1316,PD-L1,"Jiangsu Hengrui, Shanghai Hengrui, Suzhou Suncadia",28.0,13.0,6.0,✓,,CD274
gevokizumab,"XOMA-052, XOMA 052, AB7",IL-1β,"Les Laboratoires Servier , Xoma",27.0,71.0,11.0,✓,,IL1B
izalontamab brengitecan,"SI-B001, BL-B01D1",EGFR,"BMS, Sichuan Baili Pharma, Systimmune",26.0,6.0,3.0,nan,,EGFR
izalontamab brengitecan,"SI-B001, BL-B01D1",HER3,"BMS, Sichuan Baili Pharma, Systimmune",26.0,6.0,3.0,nan,,ERBB3
bavituximab,ch3G4,Phosphatidylserine,Peregrine,25.0,9.0,15.0,✓,,nan
carotuximab   ==,"TRC105, TRA105, TRC-105",CD105,Tracon,22.0,30.0,22.0,✓,,ENG
bococizumab,"PF-04950615, RN316, RN-316, L1L3",PCSK9,"Pfizer, Rinat",22.0,26.0,24.0,✓,,PCSK9
balstilimab,"AGEN2034, AGEN-2034",PD-1,"Agenus, Ludwig Inst., Sloan-Kettering",22.0,9.0,6.0,✓,,PDCD1
girentuximab,"Rencarex, WX-G250, cG250, 89Zr-TLX250",CAIX,"Telix, Wilex",21.0,18.0,23.0,✓,,CA9
tabalumab   >>   ==,LY2127399,BAFF,"AME, Lilly",21.0,3.0,19.0,✓,,TNFSF13B
AMG 386,"Trebananib, AMG-386, 2xCon4C, H4L4, LI-7",Angiopoietin 2,"Amgen, Takeda",21.0,8.0,1.0,✓,,ANGPT2
tiragolumab,"RG6058, MTIG7192A, RO7092284",TIGIT,Genentech,21.0,37.0,14.0,✓,,TIGIT
QL1706,"iparomlimab, tuvonralimab, PSB205, Alpaloritovorelli",CTLA4,Sound Biologics,21.0,12.0,2.0,nan,,CTLA4
QL1706,"iparomlimab, tuvonralimab, PSB205, Alpaloritovorelli",PD-1,Sound Biologics,21.0,12.0,2.0,nan,,PDCD1
stapokibart,CM310,IL-4Rα,"CSPC Dophen, Keymed",21.0,,11.0,nan,,IL4R
anifrolumab-fnia,"Saphnelo, anifrolumab, MEDI-546",IFNAR-1,"AstraZeneca, Medimmune",20.0,19.0,39.0,✓,,IFNAR1
magrolimab   >>,Hu5F9-G4,CD47,"Forty Seven, Stanford",20.0,80.0,26.0,✓,,CD47
rosopatamab tetraxetan   ==,"MLN2704, DM1-conjugated MLN591, J591, TLX581",PSMA,"ADC Therapeutics, BZL, Millennium, Telix",19.0,13.0,17.0,✓,,FOLH1
rocatinlimab,"KHK4083, AMG 451, AMG451",OX40,"Amgen, KHK, Kirin Pharma",18.0,14.0,3.0,?,,TNFRSF4
gantenerumab   >>,"R1450, R04909832, RG1450, 7.9H7, Mab 31",Amyloid beta,"Morphosys, Roche",17.0,16.0,25.0,✓,,APP
rilotumumab,"AMG 102, AMG102, 2.12.1, Rmab",HGF/SF,Amgen,17.0,2.0,19.0,✓,,HGF
pucotenlimab,"Puyouheng, HX008",PD-1,"Lepu Bio, Taizhou Hanzhong Bio, Taizhou HoudeAoke Bio",17.0,,2.0,nan,,PDCD1
clazakizumab,"ALD518, BMS-945429, BMS945429, CSL300",IL-6,"Alder, BMS, CSL, Vitaeris",15.0,146.0,13.0,✓,,IL6
sirukumab   <<,"CNTO 136, AME-19A",IL-6,"AME, Centocor, GSK, Janssen Biotech, J&J",15.0,19.0,21.0,✓,,IL6
pamrevlumab,"FG-3019, FG3019",CTGF,FibroGen,15.0,36.0,16.0,✓,,CTGF
IBI-310   ••,IBI310,CTLA4,Innovent,15.0,3.0,1.0,nan,,CTLA4
bapineuzumab   >>,"AAB-001, 3D-6, 3D6",Amyloid beta,"Elan, PDL, Pfizer, Wyeth",14.0,41.0,31.0,✓,,APP
bermekimab,"JNJ-77474462, MABp1, Xilonix™, CA-18C3, CV-18C3, RA-18C3, T2-18C3",IL-1α,"Janssen Biotech, XBiotech",14.0,55.0,8.0,✓,,IL1A
andecaliximab,"AB0045, GS-5745",MMP-9,Gilead,14.0,27.0,13.0,✓,,MMP9
HLX04   ••,nan,VEGF,Shanghai Henlius,14.0,,4.0,nan,,VEGFA
talquetamab,JNJ-64407564,CD3,"Genmab, Janssen Biotech",14.0,19.0,32.0,✓,,CD3E
talquetamab,JNJ-64407564,GPRC5D,"Genmab, Janssen Biotech",14.0,19.0,32.0,✓,,GPRC5D
figitumumab,"CP-751871, CP-751, 871",IGF-1R,"Amgen, Pfizer, Schering-Plough",13.0,36.0,29.0,✓,,IGF1R
ligelizumab,QGE031,IgE,Novartis,13.0,7.0,17.0,✓,,nan
afimkibart,"PF-06480605, RG6631, RO7790121",VEGI,"BMS, Pfizer, Roche, Wyeth",13.0,12.0,2.0,✓,,TNFSF15
etrolizumab,"rhuMAb Beta7, Anti-beta7, PRO145223, RG7413, FIB504",Integrin α4β7,Genentech,12.0,3.0,30.0,✓,,nan
fulranumab,"JNJ-42160443, AMG 403",NGF,"Amgen, J&J, Takeda",12.0,7.0,8.0,✓,,NGF
lirentelimab,"AK002, antolimab",Siglec-8,Allakos,12.0,32.0,6.0,✓,,SIGLEC8
lisocabtagene maraleucel   ==,"JCAR017, liso-cel",CD19,"BMS, Juno",12.0,,1.0,nan,,CD19
TQB2102,nan,HER2/neu,Chia Tai Tianqing Pharma,12.0,4.0,,nan,,ERBB2
briakinumab,"ABT-874, J695, BSF 415977, LU 415977, WAY-165772, A-796874.0",IL-12,"Abbott, CAT",11.0,37.0,20.0,✓,,IL12A
motavizumab,"Numax, MEDI-524",RSV-F,"Abbott, AstraZeneca, Medimmune, PDL",11.0,13.0,14.0,✓,,nan
fasinumab,"SAR164877, REGN475",NGF,"Regeneron, Sanofi",11.0,34.0,5.0,✓,,NGF
otilimab,"GSK3196165, MOR103, MOR04357, MOR04252",GM-CSF,"GSK, Morphosys",11.0,30.0,8.0,✓,,CSF2
Sunshine Guojian patent anti-IL-4R,611,IL-4Rα,Sunshine Guojian Pharma,11.0,4.0,1.0,nan,,IL4R
farletuzumab   >>,"MORAb-003, LK26",FRA,Morphotek,10.0,30.0,21.0,✓,,FOSL1
otelixizumab,"TRX4, ChAglyCD3, GSK2136525",CD3,"Abbott, GSK, Tolerx",10.0,9.0,13.0,✓,,CD3E
solanezumab,"LY2062430, m266, 10D5",Amyloid beta,"AME, Lilly, PDL",10.0,46.0,27.0,✓,,APP
Sym004   ==,nan,EGFR,"Merck Serono, Symphogen",10.0,17.0,7.0,nan,,EGFR
zalutumumab,"HuMax-EGFR, 2F8",EGFR,Genmab,10.0,16.0,7.0,✓,,EGFR
L19-TNF,L19TNFα,Fibronectin,Philogen,10.0,13.0,,nan,,FN1
nemolizumab,CIM331,IL-31RA,"Chugai, Galderma",10.0,16.0,24.0,✓,,IL31RA
MRG003,MYK-3,EGFR,Shanghai Miracogen,10.0,5.0,1.0,nan,,EGFR
Remegen RC18,"RC18, Tai’ai",Undisclosed,RemeGen,10.0,,,nan,,nan
etentamig,"ABBV-383, TNB-383B",BCMA,"Abbvie, TeneoBio",10.0,37.0,1.0,nan,,TNFRSF17
etentamig,"ABBV-383, TNB-383B",CD3,"Abbvie, TeneoBio",10.0,37.0,1.0,nan,,CD3E
becotatug,JMT101,EGFR,Shanghai JMT,10.0,,1.0,✓,,EGFR
icatolimab,"JS004, TAB004, tifcemalimab",BTLA,"Shanghai Junshi, TopAlliance Bio",10.0,7.0,2.0,✓,,BTLA
crenezumab,"Anti-Abeta, MABT5102A, RG7412, ACI-24-Ab-3, C2",Amyloid beta,"AC Immune, Genentech, Roche",9.0,61.0,18.0,✓,,APP
onartuzumab   ==,"MetMAb, PRO143966, RG3638, OA5D5",cMet,Genentech,9.0,13.0,23.0,✓,,MET
tisotumab vedotin-tftv,"TIVDAK, tisotumab vedotin, TF-011-vcMMAE, TF-011, HuMax-TF",TF,"Genmab, Seattle Genetics",9.0,51.0,23.0,✓,,TF
felzartamab,"MOR202, MOR03087, TJ202",CD38,"Celgene, I-Mab Biopharma, Morphosys",9.0,62.0,11.0,✓,,CD38
setrusumab,"MOR05813, BPS804, BPS-804",Sclerostin,"Mereo, Novartis, Ultragenyx",9.0,29.0,2.0,✓,,SOST
ianalumab,"VAY-736, VAY736",BAFFR,"Morphosys, Novartis",9.0,37.0,3.0,✓,,TNFRSF13C
rovalpituzumab tesirine   >>,"SC16LD6.5, Rova-T, rovalpituzumab, 89Zr-DFO-SC16.56",DLL3,"Abbvie, StemCentRx",9.0,79.0,23.0,✓,,DLL3
socazolimab   ==,"ZKAB001, STI-1014",PD-L1,"Lee's Pharm, Sorrento",9.0,17.0,4.0,✓,,CD274
patritumab deruxtecan   <<,"U3-1402, MK-1022",HER3,"Daiichi Sankyo, Merck (MSD), U3 Pharma",9.0,8.0,14.0,nan,,ERBB3
tarcocimab tedromer,"tarcocimab, KSI-301",VEGF-A,Kodiak Sci.,9.0,13.0,1.0,nan,,VEGFA
domvanalimab   ==,"AB154, JN Bio patent anti-TIGIT",TIGIT,"Abmuno, Arcus, JN Bio",9.0,12.0,2.0,✓,,TIGIT
MRG002,nan,HER2/neu,Shanghai Miracogen,9.0,3.0,1.0,nan,,ERBB2
barzolvolimab,CDX-0159,c-Kit,Celldex,9.0,8.0,4.0,nan,,KIT
comekibart,MG-K10,IL-4Rα,Shanghai MabGeek,9.0,5.0,,nan,,IL4R
trastuzumab rezetecan   <<,SHR-A1811,HER2/neu,Jiangsu Hengrui,9.0,1.0,6.0,nan,,ERBB2
telisotuzumab adizutecan   <<,ABBV-400,cMet,Abbvie,9.0,,,nan,,MET
patritumab   >>,"AMG 888, U3-1287",HER3,"Amgen, Daiichi Sankyo, U3 Pharma",8.0,22.0,17.0,✓,,ERBB3
itepekimab,"REGN3500, SAR440340",IL-33,"Regeneron, Sanofi",8.0,26.0,6.0,✓,,IL33
sacituzumab tirumotecan,"SKB264, MK-2870, Sac-TMT",TACSTD-2,"Klus Pharma, Merck (MSD), Sichuan Kelun Pharma",8.0,9.0,4.0,nan,,TACSTD2
belrestotug,"EOS884448, EOS-448, GSK4428859",TIGIT,"GSK, iTeos",8.0,11.0,,✓,,TIGIT
HcHAb18-DM1,"Ketantin, Meplazumab",BSG2,"Air Force Med.U., Jiangsu Pacific Meinuoke Bio",8.0,6.0,7.0,nan,,BSG
ociperlimab,BGB-A1217,TIGIT,"BeiGene, Novartis",8.0,13.0,2.0,✓,,TIGIT
galiximab,"IDEC-114, 16C10",CD80,Biogen,7.0,14.0,12.0,✓,,CD80
lampalizumab,"Anti-Factor D, RG7417, 166-32, FCFD4514S",Complement Factor D,Genentech,7.0,50.0,8.0,✓,,CFD
zanolimumab,"HuMax-CD4, 6G5.2",CD4,"Genmab, TenX",7.0,6.0,7.0,✓,,CD4
feladilimab,"GSK3359609, 88-2, 53-3, 92-17, IgG4PE",ICOS,"GSK, INSERM",7.0,62.0,3.0,✓,,ICOS
netakimab   >>,BCD-085,IL-17,Biocad,7.0,10.0,4.0,✓,,IL17A
imsidolimab,"ANB019, APE6155",IL1RL2,AnaptysBio,7.0,12.0,1.0,✓,,IL1RL2
fianlimab,REGN3767,LAG-3,"Regeneron, Sanofi",7.0,20.0,3.0,✓,,LAG3
ongericimab,JS002,PCSK9,"Junmeng Biosciences, Shanghai Junshi",7.0,5.0,3.0,✓,,PCSK9
dazukibart,PF-06823859,IFN-B1a,"Brigham and Women's, Pfizer",7.0,6.0,3.0,nan,,IFNB1
rademikibart,CBP-201,IL-4Rα,Suzhou Connect Biopharma,7.0,11.0,3.0,nan,,IL4R
MIL62   <<,nan,CD20,Beijing Mabworks,7.0,5.0,1.0,nan,,MS4A1
narlumosbart,JMT103,RANKL,Shanghai JMT,7.0,,1.0,✓,,TNFSF11
prolgolimab,BCD-100,PD-1,Biocad,7.0,5.0,2.0,✓,,PDCD1
batoclimab,"RVT-1401, HL161, IMVT-1401",FcRn,"Hanall, Immunovant",7.0,26.0,5.0,✓,,FCGRT
tafolecimab,"SINTBILO, IBI-306",PCSK9,Innovent,7.0,7.0,8.0,✓,,PCSK9
drotokibart,SHR-1819,IL-4Rα,"Atridia, Jiangsu Hengrui",7.0,7.0,2.0,✓,,IL4R
picankibart,"IBI112, IBI-112",IL-23,Innovent,7.0,9.0,,nan,,IL23A
rilvegostomig   <<,AZD2936,PD-1,"AstraZeneca, Compugen",7.0,,,✓,,PDCD1
rilvegostomig   <<,AZD2936,TIGIT,"AstraZeneca, Compugen",7.0,,,✓,,TIGIT
riliprubart   ==,"SAR445088, BIVV020",C1s,Sanofi,7.0,,5.0,nan,,C1S
telikibart,GR1802,IL-4Rα,Genrix Biopharma,7.0,,1.0,✓,,IL4R
lenzilumab   ==,KB003,GM-CSF,"Humanigen, KaloBios",6.0,21.0,5.0,✓,,CSF2
cendakimab,"ABT-308, 13C5.5, RPC4046, CC-93538",IL-13,"Abbott, Abbvie, Celgene, Receptos",6.0,39.0,4.0,✓,,IL13
CMAB302   ••,"Cipterbin, Saiputing, inetetamab",HER2/neu,Shanghai CP Guojian,6.0,2.0,6.0,nan,,ERBB2
bemarituzumab,"HGS1036, HGS 1036, FP-1039, FPA144, GSK3052230",FGFR2,"Five Prime, GSK, HGS, Zai Lab",6.0,20.0,7.0,✓,,FGFR2
apitegromab,SRK-015,Myostatin,Scholar Rock,6.0,42.0,4.0,✓,,MSTN
SGM-101,nan,CEACAM5,INSERM,6.0,2.0,4.0,nan,,CEACAM5
MAS825   ==,nan,IL-18,Novartis,6.0,7.0,1.0,nan,,IL18
MAS825   ==,nan,IL-1β,Novartis,6.0,7.0,1.0,nan,,IL1B
roconkibart,JS005,IL-17,Shanghai Junshi,6.0,5.0,1.0,✓,,IL17A
tulisokibart   ==,"PRA023, MK-7240",VEGI,"Merck (MSD), Prometheus",6.0,,2.0,nan,,TNFSF15
TQH2722,nan,IL-4Rα,Chia Tai Tianqing Pharma,6.0,4.0,1.0,nan,,IL4R
bulumtatug fuvedotin,9MW2821,Nectin-4,Mabwell,6.0,6.0,3.0,nan,,NECTIN4
TQC2731,nan,TSLP,Chia Tai Tianqing Pharma,6.0,2.0,,nan,,TSLP
clivatuzumab tetraxetan   ==,"hPAM4-Cide, yttrium (Y90) clivatuzumab tetraxetan, Y-90 hPAM4, hPAM4-DOTA, IMMU-107",MUC1,Immunomedics,5.0,31.0,6.0,✓,,MUC1
dapirolizumab pegol,CDP7657,CD40L,"Biogen, Nektar, UCB",5.0,17.0,1.0,✓,,CD40LG
birtamimab,"NEOD001, 2A4, 7D8",Amyloid Alpha,"Elan, Onclave (Elan), Prothena",5.0,30.0,4.0,✓,,APP
trastuzumab-pkrb   ••,"Herzuma, CT-P06, CT-P6",HER2/neu,Celltrion,5.0,1.0,8.0,nan,,ERBB2
brazikumab,"AMG 139, MEDI2070, MEDI-2070",IL-23,"Amgen, AstraZeneca, Medimmune",5.0,28.0,6.0,✓,,IL23A
vadastuximab talirine,"SGN-CD33A, 2H12",CD33,Seattle Genetics,5.0,22.0,5.0,✓,,CD33
ifinatamab deruxtecan,"M30, DS-5573a, DS-5573, DS-7300a",B7-H3,Daiichi Sankyo,5.0,18.0,3.0,✓,,CD276
sigvotatug vedotin,"SGN-B6A, PF-08046876",ITGB6,"Pfizer, Seattle Genetics",5.0,11.0,1.0,✓,,ITGB6
depatuxizumab mafodotin   <<,"ABT-414, Depatux-M",EGFR,"Abbvie, Seattle Genetics",5.0,22.0,19.0,nan,,EGFR
narsoplimab,OMS721,MASP-2,"Omeros, U.Leicester",5.0,33.0,5.0,✓,,MASP2
trastuzumab duocarmazine   <<   ==,"SYD985, trastuzumab vc-seco-DUBA",HER2/neu,Synthon,5.0,11.0,13.0,nan,,ERBB2
vamikibart,"RO7200220, EBI-031",IL-6,"Eleven Bio, Roche, Sesen Bio",5.0,10.0,,nan,,IL6
ripertamab   ••,SCT400,CD20,Sinocelltech,5.0,,2.0,✓,,MS4A1
BEVZ92   ••,"MB02, MB02-SP, MB02-DM",VEGF-A,mAbxience,5.0,,4.0,nan,,VEGFA
gotistobart,"ONC-392, BNT316",CTLA4,"BioNTech, OncoC4, Pfizer",5.0,17.0,,nan,,CTLA4
VDJ001,nan,IL-6R,Beijing VDJBio,5.0,6.0,,nan,,IL6R
betinukibart   >>,HB0017,IL-17,"Huabo Biopharm, Shanghai Huaota",5.0,6.0,2.0,✓,,IL17A
depemokimab,GSK3511294,IL-5,GSK,5.0,,4.0,✓,,IL5
SSGJ-613,nan,IL-1β,Sunshine Guojian Pharma,5.0,1.0,,nan,,IL1B
osemitamab,TST001,CLDN18,"Mabspace, Transcenta",5.0,10.0,1.0,✓,,CLDN18
SSGJ-707,nan,PD-1,"3SBio, Pfizer, Shenyang Sunshine Pharma",5.0,,,nan,,PDCD1
SSGJ-707,nan,VEGF,"3SBio, Pfizer, Shenyang Sunshine Pharma",5.0,,,nan,,VEGFA
obexelimab   ==,XmAb 5871,CD19,"Amgen, Xencor, Zenas Bio",4.0,18.0,5.0,?,,CD19
SB3   ••,ONTRUZANT,HER2/neu,"Merck (MSD), Samsung Bioepis",4.0,4.0,10.0,nan,,ERBB2
suvemcitug,"APX003, EPI0030, BD0801, Sevacizumab",VEGF,"Apexigen, Jiangsu Simcere",4.0,5.0,2.0,?,,VEGFA
navicixizumab   <<,OMP-305B83,DLL4,"Celgene, Mereo, OncoMed",4.0,27.0,3.0,✓,,DLL4
navicixizumab   <<,OMP-305B83,VEGF,"Celgene, Mereo, OncoMed",4.0,27.0,3.0,✓,,VEGFA
BI 695500   ••,nan,CD20,Boehringer,4.0,,,nan,,MS4A1
coprelotamab,"GB221, GB235-019",HER2/neu,"Genor, Shanghai Escugen",4.0,4.0,2.0,✓,,ERBB2
litifilimab,BIIB059,BDCA-2,Biogen,4.0,8.0,9.0,✓,,CLEC4C
M701,nan,CD3,Wuhan YZY Biopharma,4.0,4.0,2.0,nan,,CD3E
M701,nan,EpCAM,Wuhan YZY Biopharma,4.0,4.0,2.0,nan,,EPCAM
garetosmab   ==,REGN2477,Activin A,Regeneron,4.0,14.0,5.0,✓,,INHBA
mibavademab   ==,REGN4461,LEPR,Regeneron,4.0,21.0,1.0,✓,,LEPR
sibeprenlimab,"VIS649, VIS624",APRIL,Visterra,4.0,23.0,2.0,✓,,TNFSF13
maridebart cafraglutide,"2G10, AMG 133",GIPr,Amgen,4.0,16.0,,nan,,GIPR
Sunshine Guojian 608,608,IL-17,Sunshine Guojian Pharma,4.0,3.0,,nan,,IL17A
AVT02   ••,"Hukyndra, Libmyris",TNF-alpha,"Alvotech, Teva",4.0,,3.0,nan,,TNF
zilovertamab vedotin   >>   <<,"VLS-101, MK-2140",ROR1,"Merck (MSD), Oncternal, VelosBio",4.0,14.0,2.0,nan,,ROR1
finotonlimab,SCT-I10A,PD-1,Sinocelltech,4.0,5.0,3.0,✓,,PDCD1
SG301,SG003,CD38,Hangzhou Sumgen Biotech,4.0,4.0,1.0,nan,,CD38
ciltacabtagene autoleucel,JNJ-68284528,BCMA,"Janssen Biotech, Nanjing Legend Bio",4.0,9.0,7.0,nan,,TNFRSF17
AZD0486,TNB-486,CD19,"AstraZeneca, TeneoBio",4.0,,1.0,nan,,CD19
AZD0486,TNB-486,CD3,"AstraZeneca, TeneoBio",4.0,,1.0,nan,,CD3E
xaluritamig,AMG 509,CD3,Amgen,4.0,2.0,2.0,✓,,CD3E
xaluritamig,AMG 509,STEAP1,Amgen,4.0,2.0,2.0,✓,,STEAP1
alnuctamab   ==,"ALNUC, BMS-986349, CC-93269, EM901",BCMA,"BMS, Celgene, Engmab",4.0,17.0,,✓,,TNFRSF17
alnuctamab   ==,"ALNUC, BMS-986349, CC-93269, EM901",CD3,"BMS, Celgene, Engmab",4.0,17.0,,✓,,CD3E
CT-P17   ••,nan,TNF-alpha,Celltrion,4.0,,6.0,nan,,TNF
armocibart,"H7G6, KN057",TFPI,Alphamab,4.0,3.0,,✓,,TFPI
IBI343   ==,IBI-343,CLDN18,Innovent,4.0,7.0,1.0,nan,,CLDN18
gefurulimab,ALXN1720,C5,Alexion,4.0,,1.0,✓,,C5
gefurulimab,ALXN1720,Serum Albumin,Alexion,4.0,,1.0,✓,,ALB
REGN7508   ==,nan,Factor XI,Regeneron,4.0,5.0,,nan,,F11
DB-1303   <<,BNT323,HER2/neu,"BioNTech, DualityBio",4.0,2.0,,nan,,ERBB2
IBI311,nan,IGF-1R,Innovent,4.0,,1.0,nan,,IGF1R
CT-P47   ••,nan,IL-6R,Celltrion,4.0,,2.0,nan,,IL6R
pexelizumab   <<,h5G1.1-scFv,C5,Alexion,3.0,38.0,10.0,nan,,C5
zigakibart,BION-1301,APRIL,"Aduro, Bionovion, Chinook, TI Pharma",3.0,21.0,,✓,,TNFSF13
BCD-021   ••,BCD021,VEGF-A,Biocad,3.0,,1.0,nan,,VEGFA
temtokibart,"ARGX-112, LP0145, LEO 138559",IL-22RA,"argenx, Leo Pharma",3.0,10.0,,nan,,IL22RA1
BAT8001   <<,nan,HER2/neu,Bio-Thera Solutions,3.0,9.0,1.0,nan,,ERBB2
IBI305   ••,IBI-305,VEGF,Innovent,3.0,,1.0,nan,,VEGFA
BAX 923   ••,M923,TNF-alpha,"Baxalta, Momenta",3.0,2.0,,nan,,TNF
upifitamab rilsodotin   <<,"XMT-1535, XMT-1536",NaPi2b,Mersana,3.0,12.0,1.0,nan,,SLC34A2
levilimab,BCD-089,IL-6R,Biocad,3.0,5.0,1.0,✓,,IL6R
SM03   <<,"SM06, Suciraslimab",CD22,SinoMab,3.0,12.0,3.0,nan,,CD22
mupadolimab,"CPI-006, 1E9",NT5E,"BioAtla, Corvus",3.0,18.0,,✓,,NT5E
JHL1101   ••,nan,CD20,JHL Biotech,3.0,,,nan,,MS4A1
HLX22,"AC101, HLX 22, 1E11",HER2/neu,"Abclon, Alligator, Shanghai Henlius",3.0,8.0,6.0,nan,,ERBB2
Henan Cancer Hospital anti-PD-1,Teripalimab,PD-1,Henan Cancer Hospital,3.0,,,nan,,PDCD1
QL1206   ••,nan,RANKL,Qilu Pharma,3.0,,,nan,,TNFSF11
empasiprubart,ARGX-117,C2,argenx,3.0,12.0,2.0,✓,,C2
seniprutug,BCD-180,TRBV9,Biocad,3.0,10.0,1.0,✓,,TRBV9
divozilimab,"BCD 132, BCD-132",CD20,Biocad,3.0,3.0,,✓,,MS4A1
GNR-044   ••,"Genolar, Genolair",IgE,IBC Generium,3.0,,,nan,,nan
acasunlimab,"GEN1046, BNT311",4-1BB,"BioNTech, Genmab",3.0,21.0,3.0,✓,,TNFRSF9
acasunlimab,"GEN1046, BNT311",PD-L1,"BioNTech, Genmab",3.0,21.0,3.0,✓,,CD274
AZD0901,CMG901,CLDN18,"AstraZeneca, Keymed",3.0,6.0,2.0,nan,,CLDN18
TQB2930,nan,HER2/neu,Chia Tai Tianqing Pharma,3.0,,,nan,,ERBB2
veligrotug   >>,VRDN-001,IGF-1R,Viridian,3.0,,,nan,,IGF1R
remternetug,LY3372993,Amyloid beta,Lilly,3.0,1.0,,nan,,APP
VRDN-003   <<,nan,IGF-1R,Viridian,3.0,,,nan,,IGF1R
edrecolomab,"Panorex, 17-1A",EpCAM,"Centocor, GSK",2.0,7.0,11.0,nan,,EPCAM
Reditux   ••,DRL_RI,CD20,Dr. Reddy's,2.0,,2.0,nan,,MS4A1
BCD-055   ••,BCD055,TNF-alpha,Biocad,2.0,,1.0,nan,,TNF
BCD-057   ••,BCD057,TNF-alpha,Biocad,2.0,,,nan,,TNF
IBI301   ••,IBI301-A,CD20,"Innovent, Lilly",2.0,1.0,1.0,nan,,MS4A1
HLX03   ••,nan,TNF-alpha,Shanghai Henlius,2.0,,3.0,nan,,TNF
HLX11   ••,nan,HER2/neu,Shanghai Henlius,2.0,,1.0,nan,,ERBB2
MSB11022   ••,nan,TNF-alpha,"Fresenius, Merck Serono",2.0,,1.0,nan,,TNF
CMAB008   ••,nan,TNF-alpha,"BioMab, Shanghai Zhangjiang Bio.",2.0,6.0,2.0,✓,,TNF
GB241   ••,nan,CD20,Genor,2.0,,,nan,,MS4A1
LBAL   ••,nan,TNF-alpha,LG Life Sci.,2.0,,1.0,nan,,TNF
QL1101   ••,nan,VEGF-A,Qilu Pharma,2.0,1.0,,nan,,VEGFA
HD201   ••,Tuznue,HER2/neu,Prestige BioPharma,2.0,,2.0,nan,,ERBB2
BAT1706   ••,nan,VEGF-A,"BeiGene, Bio-Thera Solutions",2.0,5.0,2.0,nan,,VEGFA
LY01008   ••,nan,VEGF,"Luye Pharma, Shandong Boan Bio.",2.0,,3.0,nan,,VEGFA
TAB014   ••,nan,VEGF,"Lee's Pharm, TOT Biopharm",2.0,,,nan,,VEGFA
CT-P16   ••,nan,VEGF-A,Celltrion,2.0,,1.0,nan,,VEGFA
CMAB807   ••,nan,RANKL,BioMab,2.0,,,nan,,TNFSF11
LY01011   ••,LY06006,RANKL,"Luye Pharma, Shandong Boan Bio.",2.0,,1.0,nan,,TNFSF11
FS-1502   <<,Trastuzumab Monomethyl Auristatin F,HER2/neu,Fosun Pharma,2.0,,1.0,nan,,ERBB2
CT-P39   ••,nan,IgE,Celltrion,2.0,,,nan,,nan
Generium Eculizumab biosimilar   ••,Elizaria,C5,IBC Generium,2.0,,2.0,nan,,C5
BAT2306   ••,nan,IL-17,Bio-Thera Solutions,2.0,2.0,,nan,,IL17A
M108,nan,CLDN18,Futuregen Bio,2.0,2.0,,nan,,CLDN18
puxitatug samrotecan,AZD8205,B7-H4,"AstraZeneca, Medimmune",2.0,1.0,4.0,nan,,VTCN1
